codebook,cname,edate,ccode,year,month,coup,confidence,added,coder,cmps,mmdd,Narrative,confirmed,sources,location1,location2,location3,location4,location5,location6,location7,location8,Johnson
,Somalia,6/19/2010,520,2010,6,0,1,1,cmps,1,0,Unpaid presidential guard soldiers stormed the presidential palace in Mogadishu demanding back pay. The mutiny escalated when the mutineers clashed with AU troops guarding the palace.,,"1. Somalia; Unpaid soldiers barricade presidential palace. Africa News. June 20 2010. LN. 2. AU peacekeepers ""quell mutiny' in Somali presidential palace. BBC Monitoring Africa. June 22 2010. LN.","Mogadishu, Somalia",,,,,,,,
,Somalia,9/6/2010,520,2010,9,0,1,2,jmp,0,1,Hundreds of TFG troops mutiny over pay arrears,,MMDD,,,,,,,,,
,Somalia,10/19/2010,520,2010,10,0,1,2,jmp,0,0,Puntland soldiers mutiny in Garowe over pay arrears,,"Garowe Online ""Puntland soldiers stage mutiny ahead of CIC summit""",,,,,,,,,
,Somalia,1/1/2011,520,2011,1,0,1,1,cmps,1,1,"Mutinying soldiers demanding back pay in Mogadishu blocked government officials, including cabinet ministers, parliamentarians, and transitional government military officers from entering the presidential palace. The mutiny escalated into clashes with loyalist forces.",,"1. Somalia; forces clash themselves in Mogadishu. Africa News. January 1 2011. LN. 2. Somalia; 19 killed in Mogadishu clashes, Govt forces mutiny. Africa News. January 1 2011. LN.","Mogadishu, Somalia",,,,,,,,
,Somalia,4/4/2011,520,2011,4,0,0,0,jmp,0,1,Check for mutiny prior to defection,,,,,,,,,,,
,Somalia,12/20/2012,520,2012,12,0,1,1,cmps,1,0,"Mutinying soldiers set up a checkpoint near the airport in Kismayo, protesting lack of pay and being denied port revenue.",,1. Five killed in southern Somalia shootout as soldiers complain over lack of pay. BBC Monitoring Africa. December 22 2012. LN.,"Kismayo, Somalia",,,,,,,,
,Somalia,5/12/2014,520,2014,5,0,1,2,jmp,0,0,Puntland soldiers mutiny over pay,,1. https://www.garoweonline.com/en/news/puntland/somalia-puntland-army-troops-mutiny-over-pays,,,,,,,,,
,Somalia,1/27/2015,520,2015,1,0,1,2,jmp,0,1,Presidential security unit mutiny,,,,,,,,,,,
,Somalia,7/1/2015,520,2015,7,0,1,2,jmp,0,1,Mutiny over removal of puntland president,,,,,,,,,,,
,Somalia,10/10/2015,520,2015,10,0,1,2,jmp,0,1,Puntland soldiers mutiny near Bossaso; same as mmad Galkayo?,,https://www.garoweonline.com/en/news/somalia/somalia-puntland-soldiers-set-up-roadblock-near-bossaso-over-unpaid-salaries,,,,,,,,,
,Somalia,6/11/2016,520,2016,6,0,1,2,jmp,0,1,Soldiers mutiny over pay arrears,,MMDD,,,,,,,,,
,Somalia,8/31/2016,520,2016,8,0,1,2,jmp,0,0,Puntland mutiny,,https://www.garoweonline.com/en/news/puntland/somalia-puntland-commandos-stage-mutiny-seize-el-bur-bound-technicals,,,,,,,,,
,Somalia,9/15/2016,520,2016,9,0,1,2,jmp,0,0,Puntland mutiny at army base,,https://www.garoweonline.com/en/news/puntland/somalia-puntland-vp-tours-54th-army-base-after-mutiny,,,,,,,,,
,Somalia,2/26/2017,520,2017,2,0,1,2,jmp,0,0,Mutineers occupy Puntland parliament,,https://www.garoweonline.com/en/news/puntland/somalia-puntland-troops-seize-parliament-hq-in-garowe-over-unpaid-salaries,,,,,,,,,
,Somalia,3/6/2017,520,2017,3,0,1,2,jmp,0,0,Galmdung police mutiny in Adado,,https://www.garoweonline.com/en/news/somalia/somalia-police-forces-vacate-posts-in-adado-town-to-protest-unpaid-salaries,,,,,,,,,
,Somalia,3/8/2017,520,2017,3,0,1,2,jmp,0,1,Mutineers in Puntland seize customs office,,https://www.garoweonline.com/en/news/puntland/somalia-puntland-forces-seize-custom-office-bomb-blast-rips-through-mps-car-in-galkayo,,,,,,,,,
,Somalia,3/12/2017,520,2017,3,0,1,1,cmps,1,0,"The mutiny began when soldiers blocked roads in Mogadishu, demanding 15 months of salary arrears. Soon after soldiers in both Garowe and Galkayo seized government buildings, including parliament, and demanded unpaid salaries.",,1. Somalia; Puntland president blames officials of the mutiny. Africa News. March 11 2017. LN. 2. Somalia; Mutinous forces barricade Mogadishu's main streets. Africa News. March 12 2017. LN. 3. Somalia's Puntland troops stage another mutiny. BBC Monitoring Africa. March 9 2017. LN. 4. Somali soldiers block Mogadishu roads in protest over pay. BBC Monitoring Africa. March 13 2017. LN. 5. Somalia: Soldier mutiny in Mogadishu May 18. GardaWorld News Alerts. May 19 2017. Google. Available from: https://www.garda.com/crisis24/news-alerts/61801/somalia-soldier-mutiny-in-mogadishu-may-18,"Garowe, Somalia","Galkayo, Somalia","Mogadishu, Somalia",,,,,,
,Somalia,3/18/2017,520,2017,3,0,1,2,jmp,0,0,SNA soldiers mutiny in Buloburte,,https://allafrica.com/stories/201703200196.html,,,,,,,,,
,Somalia,5/22/2017,520,2017,5,0,1,2,jmp,0,0,Puntland soldiers mutiny in Harfo Village,,https://www.garoweonline.com/en/news/puntland/somalia-puntland-soldiers-stage-mutiny-block-main-highway,,,,,,,,,
,Somalia,5/24/2017,520,2017,5,0,1,1,cmps,1,0,"Hundreds of soldiers blocked the main road near the Defense Ministry headquarters, mutinying to demand four months of arrears payments.",,1. Somali soldiers stage short-lived mutiny over salary arrears. May 19 2017. Google. 2. Somalia: Soldier mutiny in Mogadishu May 18. GardaWorld News Alerts. May 19 2017. Google. Available from: https://www.garda.com/crisis24/news-alerts/61801/somalia-soldier-mutiny-in-mogadishu-may-18,"Mogadishu, Somalia",,,,,,,,
,Somalia,10/20/2018,520,2018,10,0,1,2,jmp,0,0,Puntland soldier mutiny in Garowe,,https://www.garoweonline.com/en/news/puntland/somalia-puntland-soldiers-stage-mutiny-ahead-of-cic-summit,,,,,,,,,
,Somalia,1/26/2020,520,2020,1,0,1,2,jmp,0,0,Soldiers mutiny in Bardere,,https://allafrica.com/stories/202001270401.html,,,,,,,,,
,Somalia,6/21/2020,520,2020,6,0,1,2,jmp,0,0,Soldiers mutiny in Mogadishu,,https://www.bbc.com/news/world-africa-53127535,,,,,,,,,
,Somalia,9/17/2020,520,2020,9,0,1,2,jmp,0,0,Froces from National Intelligence Security Agency mutiny over pay,,https://www.garoweonline.com/en/news/somalia/intelligence-officers-stage-mutiny-in-somalia-over-unpaid-salaries,,,,,,,,,
,Somalia,1/14/2021,520,2021,1,0,1,2,jmp,0,0,Forces mutiny in Galmdung,,https://somaliguardian.com/news/somalia-news/somalia-galmudug-troops-stage-mutiny-over-unpaid-salaries/,,,,,,,,,
,Somalia,4/25/2021,520,2021,4,0,1,2,jmp,0,0,Major mutiny in Mogadishu over term extension,,https://www.garoweonline.com/en/news/somalia/tension-runs-high-in-somalia-as-rebel-sna-troops-storm-mogadishu,,,,,,,,,
,Somalia,5/16/2021,520,2021,5,0,1,2,jmp,0,0,Haram'ad police unit,,?,,,,,,,,,
,Somalia,5/25/2021,520,2021,5,0,1,2,jmp,0,0,SNA forces in Gedo mutiny,,https://somaliguardian.com/news/troops-demanding-redeployment-to-capital-stage-mutiny-in-southern-somalia/,,,,,,,,,
,Somalia,9/20/2021,520,2021,9,0,1,2,jmp,0,0,Mutiny in Baladwayne,,https://somaliguardian.com/news/somalia-news/troops-stage-mutiny-over-unpaid-salaries-in-somalias-baladwayne-town/,,,,,,,,,
,Somalia,11/28/2021,520,2021,11,0,1,2,jmp,0,0,Puntland mutiny,,https://somaliguardian.com/news/somalia-news/tensions-simmer-as-troops-stage-mutiny-in-puntland-after-president-sacked-top-general/,,,,,,,,,
,Somalia,3/20/2023,520,2022,3,0,1,2,jmp,0,0,Eritrean-trained Somali soldiers mutiny in Middle Shabbelle,,https://somaliguardian.com/news/somalia-news/eritrea-trained-somali-troops-vacate-frontline-base-to-stage-mutiny/,Daru-nima',,,,,,,,
,Somalia,5/1/2023,520,2023,5,0,1,2,jmp,0,0,Puntland regional forces mutiny near Galkayo,,https://somaliguardian.com/news/somalia-news/puntland-troops-stage-mutiny-over-unpaid-salaries-close-key-highway-in-central-somalia/,"Galkayo, Puntland",,,,,,,,
,Somalia,5/9/2023,520,2023,5,0,1,2,jmp,0,0,Puntland soldiers mutiny over pay in eastern Garowe,,https://www.garoweonline.com/en/news/puntland/somalia-puntland-soldiers-stage-mutiny-over-unpaid-salaries,"Garowe, Puntland",,,,,,,,
,Somalia,2/8/2024,520,2024,2,0,1,2,jmp,0,0,"Eritrean-trained soldiers mutiny in Bosaso City, closing roads around the airport",,https://www.somaliland.com/news/somalian-soldiers-trained-in-eritrea-stage-mutiny-in-bosaso-over-unpaid-salaries/,"Bosaso, Somalia",,,,,,,,
,Somalia,7/21/2024,520,2024,7,0,1,2,jmp,0,0,Army officers stage mutiny at Jaalle Siyaad Military Academy,,https://www.somaliguardian.com/news/somalia-news/army-officers-stage-mutiny-at-key-base-in-somalias-capital/,"Mogadishu, Somalia",,,,,,,,
,Somalia,8/13/2024,520,2024,8,0,1,2,jmp,0,0,SNA officers mutiny near defense HQ in Mogadishu,,https://www.africanews.com/2017/05/19/somali-soldiers-stage-short-lived-mutiny-over-salary-arrears/,"Mogadishu, Somalia",,,,,,,,
,Somalia,8/30/2024,520,2024,8,0,1,2,jmp,0,0,SNA forces in Harardhere abandon positions in protest,,https://shabellemedia.com/somali-forces-from-hiran-resolve-mutiny-near-harardhere-after-el-baraf-incident/,"Harardhere, Somalia",,,,,,,,
,Somalia,5/6/2025,520,2025,5,0,1,2,jmp,0,0,Puntland Security Forces withdraw from frontlines in protest of the government's operational plans.,,https://somalilandstandard.com/puntland-security-forces-withdrew-from-frontlines-and-staged-mutiny-amid-unpaid-salaries/,"Galgala, Afurur, Bali Khadar",,,,,,,,
,Somalia,7/5/2025,520,2025,7,0,1,2,jmp,0,0,"Haramcad unit mutinies over unpaid salaries, other grievances",,https://wardheernews.com/mutiny-by-haramcad-forces-disrupts-traffic-in-mogadishu-amid-salary-dispute/?utm_source=chatgpt.com,Mogadishu-Afgoye corridor,,,,,,,,
,Somalia,8/12/2025,520,2025,8,0,1,2,jmp,0,0,Puntland forces,,https://www.hiiraan.com/news4/2025/Aug/202545/puntland_troops_block_roads_to_garowe_airport_over_unpaid_wages.aspx?utm_source=chatgpt.com,,,,,,,,,
,Somalia,3/13/2026,520,2026,3,0,1,2,jmp,0,0,Soldiers protesting lack of pay block Bosaso-Qardho corridor,,"https://somalilandstandard.com/puntland-security-forces-have-successfully-reopened-the-road-connecting-bosaso-and-qardho-which-had-been-blocked-by-mutinous-soldiers/#:~:text=On%20Saturday%20morning%2C%20Puntland%20security,in%20the%20Al%2DMiskaad%20Mountains.",Bosaso-Qardho Corridor,,,,,,,,
,Ethiopia,1/12/1974,530,1974,1,0,1,2,jmp,0,0,Troops mutiny in Sidamo after officer cut access to water pump,,"1. Lefort 1983, 52",,"Sidamo, Ethiopia",,,,,,,
,Ethiopia,2/10/1974,530,1974,2,0,1,2,jmp,0,0,Troops mutiny at Debre Zeit air base.,,"1. Lefort 1983, 52",,"Debre Zeit, Ethiopia",,,,,,,
,Ethiopia,2/25/1974,530,1974,2,0,1,2,jmp,0,0,"Soldiers in the second division arrest officers, occupy government buildings, demand improved conditions",,"1. Lefort 1983, 54",,???,,,,,,,
